,Jugadores,F. Nacim./Edad,Valor de mercado,Temporada,Valor de mercado (num),League,Team
18,Aridane Hernández Defensa central,23/03/1989 (33),"1,50 mill. €",2021/2022,1500000.0,laliga,ca-osasuna
21,Jonás Ramalho Defensa central,10/06/1993 (29),800 mil €,2021/2022,800000.0,laliga,ca-osasuna
24,Unai Dufur Defensa central,21/01/1999 (23),300 mil €,2021/2022,300000.0,laliga,ca-osasuna
27,Manu Sánchez Lateral izquierdo,24/08/2000 (21),"10,00 mill. €",2021/2022,10000000.0,laliga,ca-osasuna
30,Juan Cruz Lateral izquierdo,28/07/1992 (29),"2,00 mill. €",2021/2022,2000000.0,laliga,ca-osasuna
33,Cote Lateral izquierdo,05/09/1989 (32),"1,50 mill. €",2021/2022,1500000.0,laliga,ca-osasuna
36,Nacho Vidal Lateral derecho,24/01/1995 (27),"5,00 mill. €",2021/2022,5000000.0,laliga,ca-osasuna
39,Jesús Areso Lateral derecho,02/07/1999 (22),800 mil €,2021/2022,800000.0,laliga,ca-osasuna
42,Lucas Torró Pivote,19/07/1994 (27),"5,00 mill. €",2021/2022,5000000.0,laliga,ca-osasuna
45,Oier Sanjurjo Pivote,25/05/1986 (36),500 mil €,2021/2022,500000.0,laliga,ca-osasuna
48,Jon Moncayola Mediocentro,13/05/1998 (24),"12,00 mill. €",2021/2022,12000000.0,laliga,ca-osasuna
51,Darko Brasanac Mediocentro,12/02/1992 (30),"2,00 mill. €",2021/2022,2000000.0,laliga,ca-osasuna
54,Jaume Grau Mediocentro,05/05/1997 (25),800 mil €,2021/2022,800000.0,laliga,ca-osasuna
57,Iñigo Pérez Mediocentro,18/01/1988 (34),600 mil €,2021/2022,600000.0,laliga,ca-osasuna
60,Roberto Torres Mediocentro ofensivo,07/03/1989 (33),"3,00 mill. €",2021/2022,3000000.0,laliga,ca-osasuna
63,Javi Martínez Mediocentro ofensivo,22/12/1999 (22),"2,50 mill. €",2021/2022,2500000.0,laliga,ca-osasuna
66,Javi Ontiveros Extremo izquierdo,09/09/1997 (24),"1,50 mill. €",2021/2022,1500000.0,laliga,ca-osasuna
69,Rubén García Extremo derecho,14/07/1993 (28),"8,00 mill. €",2021/2022,8000000.0,laliga,ca-osasuna
72,Kike Barja Extremo derecho,01/04/1997 (25),"3,00 mill. €",2021/2022,3000000.0,laliga,ca-osasuna
75,Rober Ibáñez Extremo derecho,22/03/1993 (29),500 mil €,2021/2022,500000.0,laliga,ca-osasuna
78,Iker Benito Extremo derecho,10/08/2002 (19),300 mil €,2021/2022,300000.0,laliga,ca-osasuna
81,Pau Martínez Extremo derecho,10/11/2000 (21),200 mil €,2021/2022,200000.0,laliga,ca-osasuna
84,Chimy Ávila Delantero centro,06/02/1994 (28),"8,00 mill. €",2021/2022,8000000.0,laliga,ca-osasuna
87,Ante Budimir Delantero centro,22/07/1991 (30),"6,00 mill. €",2021/2022,6000000.0,laliga,ca-osasuna
90,Kike García Delantero centro,25/11/1989 (32),"1,80 mill. €",2021/2022,1800000.0,laliga,ca-osasuna
93,Iván Barbero Delantero centro,17/08/1998 (23),500 mil €,2021/2022,500000.0,laliga,ca-osasuna
0,Luís Maximiano Portero,05/01/1999 (23),"12,00 mill. €",2021/2022,12000000.0,laliga,fc-granada
3,Aarón Escandell Portero,27/09/1995 (26),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-granada
6,João Costa Portero,02/02/1996 (26),200 mil €,2021/2022,200000.0,laliga,fc-granada
9,Cheikh Sarr Portero,21/04/2000 (22),100 mil €,2021/2022,100000.0,laliga,fc-granada
12,Ángel Jiménez Portero,22/06/2002 (20),100 mil €,2021/2022,100000.0,laliga,fc-granada
15,Domingos Duarte Defensa central,10/03/1995 (27),"8,00 mill. €",2021/2022,8000000.0,laliga,fc-granada
18,Luis Abram Defensa central,27/02/1996 (26),"6,00 mill. €",2021/2022,6000000.0,laliga,fc-granada
21,Raúl Torrente Defensa central,11/09/2001 (20),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-granada
24,Germán Sánchez Defensa central,12/12/1986 (35),800 mil €,2021/2022,800000.0,laliga,fc-granada
27,Pepe Sánchez Defensa central,02/03/2000 (22),300 mil €,2021/2022,300000.0,laliga,fc-granada
30,Sergio Barcia Defensa central,31/12/2000 (21),250 mil €,2021/2022,250000.0,laliga,fc-granada
33,Neyder Lozano Defensa central,04/03/1994 (28),200 mil €,2021/2022,200000.0,laliga,fc-granada
36,Carlos Neva Lateral izquierdo,12/06/1996 (26),"4,00 mill. €",2021/2022,4000000.0,laliga,fc-granada
39,Sergio Escudero Lateral izquierdo,02/09/1989 (32),"1,80 mill. €",2021/2022,1800000.0,laliga,fc-granada
42,Miguel Ángel Brau Lateral izquierdo,27/12/2001 (20),100 mil €,2021/2022,100000.0,laliga,fc-granada
45,Dimitri Foulquier Lateral derecho,23/03/1993 (29),"4,00 mill. €",2021/2022,4000000.0,laliga,fc-granada
48,Santiago Arias Lateral derecho,13/01/1992 (30),"4,00 mill. €",2021/2022,4000000.0,laliga,fc-granada
51,Víctor Díaz Lateral derecho,12/06/1988 (34),700 mil €,2021/2022,700000.0,laliga,fc-granada
54,Quini Lateral derecho,24/09/1989 (32),400 mil €,2021/2022,400000.0,laliga,fc-granada
57,Njegos Petrovic Pivote,18/07/1999 (22),"2,50 mill. €",2021/2022,2500000.0,laliga,fc-granada
60,Maxime Gonalons Pivote,10/03/1989 (33),"1,80 mill. €",2021/2022,1800000.0,laliga,fc-granada
63,Yan Eteki Pivote,26/08/1997 (24),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-granada
66,Luis Milla Mediocentro,07/10/1994 (27),"5,00 mill. €",2021/2022,5000000.0,laliga,fc-granada
69,Monchu Mediocentro,13/09/1999 (22),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-granada
72,Ángel Montoro Mediocentro,25/06/1988 (34),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-granada
75,Isma Ruiz Mediocentro,14/02/2001 (21),600 mil €,2021/2022,600000.0,laliga,fc-granada
78,Darwin Machís Extremo izquierdo,07/02/1993 (29),"6,00 mill. €",2021/2022,6000000.0,laliga,fc-granada
81,Myrto Uzuni Extremo izquierdo,31/05/1995 (27),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-granada
84,Bryan Zaragoza Extremo izquierdo,09/09/2001 (20),200 mil €,2021/2022,200000.0,laliga,fc-granada
87,Antonio Puertas Extremo derecho,21/02/1992 (30),"4,50 mill. €",2021/2022,4500000.0,laliga,fc-granada
90,Álex Collado Extremo derecho,22/04/1999 (23),"4,00 mill. €",2021/2022,4000000.0,laliga,fc-granada
93,Alberto Soro Extremo derecho,09/03/1999 (23),"2,50 mill. €",2021/2022,2500000.0,laliga,fc-granada
96,Rubén Rochina Extremo derecho,23/03/1991 (31),"2,50 mill. €",2021/2022,2500000.0,laliga,fc-granada
99,Dani Raba Extremo derecho,29/10/1995 (26),900 mil €,2021/2022,900000.0,laliga,fc-granada
102,Luis Suárez Delantero centro,02/12/1997 (24),"9,00 mill. €",2021/2022,9000000.0,laliga,fc-granada
105,Matías Arezo Delantero centro,21/11/2002 (19),"6,00 mill. €",2021/2022,6000000.0,laliga,fc-granada
108,Jorge Molina Delantero centro,22/04/1982 (40),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-granada
111,Carlos Bacca Delantero centro,08/09/1986 (35),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-granada
114,Adrián Butzke Delantero centro,30/03/1999 (23),300 mil €,2021/2022,300000.0,laliga,fc-granada
0,Aitor Fernández Portero,03/05/1991 (31),"2,50 mill. €",2021/2022,2500000.0,laliga,ud-levante
3,Dani Cárdenas Portero,28/03/1997 (25),"1,50 mill. €",2021/2022,1500000.0,laliga,ud-levante
6,Koke Vegas Portero,27/09/1995 (26),300 mil €,2021/2022,300000.0,laliga,ud-levante
9,Pablo Picón Portero,01/02/2000 (22),150 mil €,2021/2022,150000.0,laliga,ud-levante
12,Pablo Cuñat Portero,28/04/2002 (20),150 mil €,2021/2022,150000.0,laliga,ud-levante
15,Álex Primo Portero,10/07/2004 (17),100 mil €,2021/2022,100000.0,laliga,ud-levante
18,Rúben Vezo Defensa central,25/04/1994 (28),"4,00 mill. €",2021/2022,4000000.0,laliga,ud-levante
21,Shkodran Mustafi Defensa central,17/04/1992 (30),"2,00 mill. €",2021/2022,2000000.0,laliga,ud-levante
24,Róber Pier Defensa central,16/02/1995 (27),"1,50 mill. €",2021/2022,1500000.0,laliga,ud-levante
27,Martín Cáceres Defensa central,07/04/1987 (35),900 mil €,2021/2022,900000.0,laliga,ud-levante
30,Óscar Duarte Defensa central,03/06/1989 (33),800 mil €,2021/2022,800000.0,laliga,ud-levante
33,Sergio Postigo Defensa central,04/11/1988 (33),700 mil €,2021/2022,700000.0,laliga,ud-levante
36,José Manuel Defensa central,25/02/1999 (23),150 mil €,2021/2022,150000.0,laliga,ud-levante
39,Antonio Leal Defensa central,28/01/1999 (23),100 mil €,2021/2022,100000.0,laliga,ud-levante
42,Marcelo Saracchi Lateral izquierdo,23/04/1998 (24),"2,50 mill. €",2021/2022,2500000.0,laliga,ud-levante
45,Carlos Clerc Lateral izquierdo,21/02/1992 (30),"2,00 mill. €",2021/2022,2000000.0,laliga,ud-levante
48,Enric Franquesa Lateral izquierdo,26/02/1997 (25),800 mil €,2021/2022,800000.0,laliga,ud-levante
51,Jorge Miramón Lateral derecho,02/06/1989 (33),"1,80 mill. €",2021/2022,1800000.0,laliga,ud-levante
54,Son Lateral derecho,30/03/1994 (28),"1,00 mill. €",2021/2022,1000000.0,laliga,ud-levante
57,Marc Pubill Lateral derecho,20/06/2003 (19),800 mil €,2021/2022,800000.0,laliga,ud-levante
60,Coke Lateral derecho,26/04/1987 (35),600 mil €,2021/2022,600000.0,laliga,ud-levante
63,Carlos Giménez Lateral derecho,18/02/2003 (19),100 mil €,2021/2022,100000.0,laliga,ud-levante
66,Joseda Álvarez Lateral derecho,22/01/2001 (21),50 mil €,2021/2022,50000.0,laliga,ud-levante
69,Pepelu Pivote,11/08/1998 (23),"3,00 mill. €",2021/2022,3000000.0,laliga,ud-levante
72,Mickaël Malsa Pivote,12/10/1995 (26),"3,00 mill. €",2021/2022,3000000.0,laliga,ud-levante
75,Nemanja Radoja Pivote,06/02/1993 (29),"2,00 mill. €",2021/2022,2000000.0,laliga,ud-levante
78,Nikola Vukcevic Pivote,13/12/1991 (30),"1,00 mill. €",2021/2022,1000000.0,laliga,ud-levante
81,Giorgi Kochorashvili Pivote,29/06/1999 (23),200 mil €,2021/2022,200000.0,laliga,ud-levante
84,José Campaña Mediocentro,31/05/1993 (29),"6,00 mill. €",2021/2022,6000000.0,laliga,ud-levante
87,Gonzalo Melero Mediocentro,02/01/1994 (28),"4,00 mill. €",2021/2022,4000000.0,laliga,ud-levante
90,Pablo Martínez Mediocentro,22/02/1998 (24),"1,50 mill. €",2021/2022,1500000.0,laliga,ud-levante
93,Álex Blesa Mediocentro,15/01/2002 (20),300 mil €,2021/2022,300000.0,laliga,ud-levante
96,Carlos Benítez Mediocentro,25/11/2002 (19),100 mil €,2021/2022,100000.0,laliga,ud-levante
99,Enis Bardhi Mediocentro ofensivo,02/07/1995 (26),"8,00 mill. €",2021/2022,8000000.0,laliga,ud-levante
102,Alejandro Cantero Extremo izquierdo,08/06/2000 (22),"1,00 mill. €",2021/2022,1000000.0,laliga,ud-levante
105,Hernâni Extremo izquierdo,20/08/1991 (30),700 mil €,2021/2022,700000.0,laliga,ud-levante
108,Jorge de Frutos Extremo derecho,20/02/1997 (25),"10,00 mill. €",2021/2022,10000000.0,laliga,ud-levante
111,Roger Martí Delantero centro,03/01/1991 (31),"5,00 mill. €",2021/2022,5000000.0,laliga,ud-levante
114,José Luis Morales Delantero centro,23/07/1987 (34),"4,00 mill. €",2021/2022,4000000.0,laliga,ud-levante
117,Dani Gómez Delantero centro,30/07/1998 (23),"2,50 mill. €",2021/2022,2500000.0,laliga,ud-levante
120,Roberto Soldado Delantero centro,27/05/1985 (37),"1,00 mill. €",2021/2022,1000000.0,laliga,ud-levante
123,Omar Faraj Delantero centro,09/03/2002 (20),100 mil €,2021/2022,100000.0,laliga,ud-levante
0,Sergio Rico Portero,01/09/1993 (28),"4,00 mill. €",2021/2022,4000000.0,laliga,rcd-mallorca
3,Dominik Greif Portero,06/04/1997 (25),"2,00 mill. €",2021/2022,2000000.0,laliga,rcd-mallorca
6,Leo Román Portero,06/07/2000 (21),300 mil €,2021/2022,300000.0,laliga,rcd-mallorca
9,Manolo Reina Portero,01/04/1985 (37),200 mil €,2021/2022,200000.0,laliga,rcd-mallorca
12,Pere García Portero,22/03/2002 (20),-,2021/2022,0.0,laliga,rcd-mallorca
15,Ferran Quetglás Portero,06/06/2005 (17),-,2021/2022,0.0,laliga,rcd-mallorca
18,Martin Valjent Defensa central,11/12/1995 (26),"4,00 mill. €",2021/2022,4000000.0,laliga,rcd-mallorca
21,Antonio Raíllo Defensa central,08/10/1991 (30),"2,00 mill. €",2021/2022,2000000.0,laliga,rcd-mallorca
24,Franco Russo Defensa central,25/10/1994 (27),"1,20 mill. €",2021/2022,1200000.0,laliga,rcd-mallorca
27,Aleksandar Sedlar Defensa central,13/12/1991 (30),500 mil €,2021/2022,500000.0,laliga,rcd-mallorca
30,Josep Gayá Defensa central,07/07/2000 (21),-,2021/2022,0.0,laliga,rcd-mallorca
33,Brian Oliván Lateral izquierdo,01/04/1994 (28),"2,50 mill. €",2021/2022,2500000.0,laliga,rcd-mallorca
36,Jaume Costa Lateral izquierdo,18/03/1988 (34),"1,20 mill. €",2021/2022,1200000.0,laliga,rcd-mallorca
39,Marc Carmona Lateral izquierdo,08/01/2001 (21),-,2021/2022,0.0,laliga,rcd-mallorca
42,Marcos Fernández Lateral izquierdo,17/07/2003 (18),-,2021/2022,0.0,laliga,rcd-mallorca
45,Pablo Maffeo Lateral derecho,12/07/1997 (24),"5,00 mill. €",2021/2022,5000000.0,laliga,rcd-mallorca
48,Joan Sastre Lateral derecho,30/04/1997 (25),"1,80 mill. €",2021/2022,1800000.0,laliga,rcd-mallorca
51,Giovanni González Lateral derecho,20/09/1994 (27),"1,50 mill. €",2021/2022,1500000.0,laliga,rcd-mallorca
54,Miguelito Lateral derecho,12/01/2001 (21),-,2021/2022,0.0,laliga,rcd-mallorca
57,Rodrigo Battaglia Pivote,12/07/1991 (30),"1,80 mill. €",2021/2022,1800000.0,laliga,rcd-mallorca
60,Iddrisu Baba Mediocentro,22/01/1996 (26),"3,50 mill. €",2021/2022,3500000.0,laliga,rcd-mallorca
63,Iñigo Ruiz de Galarreta Mediocentro,06/08/1993 (28),"1,80 mill. €",2021/2022,1800000.0,laliga,rcd-mallorca
66,Antonio Sánchez Mediocentro,22/04/1997 (25),"1,50 mill. €",2021/2022,1500000.0,laliga,rcd-mallorca
69,Aleix Febas Mediocentro,02/02/1996 (26),"1,00 mill. €",2021/2022,1000000.0,laliga,rcd-mallorca
72,Clément Grenier Mediocentro,07/01/1991 (31),"1,00 mill. €",2021/2022,1000000.0,laliga,rcd-mallorca
75,Salva Sevilla Mediocentro,18/03/1984 (38),300 mil €,2021/2022,300000.0,laliga,rcd-mallorca
78,Thomas Giaquinto Mediocentro,20/03/2000 (22),150 mil €,2021/2022,150000.0,laliga,rcd-mallorca
81,Kang-in Lee Mediocentro ofensivo,19/02/2001 (21),"6,00 mill. €",2021/2022,6000000.0,laliga,rcd-mallorca
84,Dani Rodríguez Mediocentro ofensivo,06/06/1988 (34),"1,20 mill. €",2021/2022,1200000.0,laliga,rcd-mallorca
87,Víctor Mollejo Extremo izquierdo,21/01/2001 (21),"3,00 mill. €",2021/2022,3000000.0,laliga,rcd-mallorca
90,Lago Júnior Extremo izquierdo,31/12/1990 (31),"1,20 mill. €",2021/2022,1200000.0,laliga,rcd-mallorca
93,Javi Llabrés Extremo izquierdo,11/09/2002 (19),-,2021/2022,0.0,laliga,rcd-mallorca
96,Takefusa Kubo Extremo derecho,04/06/2001 (21),"7,50 mill. €",2021/2022,7500000.0,laliga,rcd-mallorca
99,Amath Ndiaye Extremo derecho,16/07/1996 (25),"2,00 mill. €",2021/2022,2000000.0,laliga,rcd-mallorca
102,Jordi Mboula Extremo derecho,16/03/1999 (23),"1,50 mill. €",2021/2022,1500000.0,laliga,rcd-mallorca
105,Vedat Muriqi Delantero centro,24/04/1994 (28),"7,00 mill. €",2021/2022,7000000.0,laliga,rcd-mallorca
108,Fer Niño Delantero centro,24/10/2000 (21),"3,00 mill. €",2021/2022,3000000.0,laliga,rcd-mallorca
111,Ángel Rodríguez Delantero centro,26/04/1987 (35),"2,00 mill. €",2021/2022,2000000.0,laliga,rcd-mallorca
114,Abdón Prats Delantero centro,07/12/1992 (29),"1,50 mill. €",2021/2022,1500000.0,laliga,rcd-mallorca
117,Matthew Hoppe Delantero centro,13/03/2001 (21),"1,00 mill. €",2021/2022,1000000.0,laliga,rcd-mallorca
120,Pablo Gálvez Delantero centro,30/10/2001 (20),-,2021/2022,0.0,laliga,rcd-mallorca
0,Edgar Badia Portero,12/02/1992 (30),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-elche
3,Axel Werner Portero,28/02/1996 (26),800 mil €,2021/2022,800000.0,laliga,fc-elche
6,Kiko Casilla Portero,02/10/1986 (35),700 mil €,2021/2022,700000.0,laliga,fc-elche
9,Lluis Andreu Portero,27/07/1999 (22),-,2021/2022,0.0,laliga,fc-elche
12,Enzo Roco Defensa central,16/08/1992 (29),"2,00 mill. €",2021/2022,2000000.0,laliga,fc-elche
15,Diego González Defensa central,28/01/1995 (27),"2,00 mill. €",2021/2022,2000000.0,laliga,fc-elche
18,Pedro Bigas Defensa central,15/05/1990 (32),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-elche
21,Josema Defensa central,06/06/1996 (26),800 mil €,2021/2022,800000.0,laliga,fc-elche
24,Gonzalo Verdú Defensa central,21/10/1988 (33),700 mil €,2021/2022,700000.0,laliga,fc-elche
27,Sergio Bono Defensa central,24/07/2000 (21),25 mil €,2021/2022,25000.0,laliga,fc-elche
30,John Donald Defensa central,25/09/2000 (21),-,2021/2022,0.0,laliga,fc-elche
33,Johan Mojica Lateral izquierdo,21/08/1992 (29),"5,00 mill. €",2021/2022,5000000.0,laliga,fc-elche
36,Lucas Olaza Lateral izquierdo,21/07/1994 (27),"2,50 mill. €",2021/2022,2500000.0,laliga,fc-elche
39,Helibelton Palacios Lateral derecho,11/06/1993 (29),"1,20 mill. €",2021/2022,1200000.0,laliga,fc-elche
42,Antonio Barragán Lateral derecho,12/06/1987 (35),600 mil €,2021/2022,600000.0,laliga,fc-elche
45,Carles Marco Lateral derecho,05/04/2000 (22),-,2021/2022,0.0,laliga,fc-elche
48,Omar Mascarell Pivote,02/02/1993 (29),"4,00 mill. €",2021/2022,4000000.0,laliga,fc-elche
51,Gerard Gumbau Pivote,18/12/1994 (27),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-elche
54,Iván Marcone Pivote,03/06/1990 (32),"2,00 mill. €",2021/2022,2000000.0,laliga,fc-elche
57,Raúl Guti Mediocentro,30/12/1996 (25),"4,00 mill. €",2021/2022,4000000.0,laliga,fc-elche
60,Kike Pérez Mediocentro,14/02/1997 (25),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-elche
63,César Moreno Mediocentro,23/04/2001 (21),200 mil €,2021/2022,200000.0,laliga,fc-elche
66,Jony Álamo Mediocentro,25/09/2001 (20),50 mil €,2021/2022,50000.0,laliga,fc-elche
69,Pablo Piatti Mediocentro ofensivo,31/03/1989 (33),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-elche
72,Javier Pastore Mediocentro ofensivo,20/06/1989 (33),900 mil €,2021/2022,900000.0,laliga,fc-elche
75,Pere Milla Extremo izquierdo,23/09/1992 (29),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-elche
78,Tete Morente Extremo izquierdo,04/12/1996 (25),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-elche
81,Fidel Extremo izquierdo,27/10/1989 (32),"2,00 mill. €",2021/2022,2000000.0,laliga,fc-elche
84,Josan Extremo derecho,03/12/1989 (32),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-elche
87,Diego Bri Extremo derecho,12/09/2002 (19),-,2021/2022,0.0,laliga,fc-elche
90,Lucas Boyé Delantero centro,28/02/1996 (26),"15,00 mill. €",2021/2022,15000000.0,laliga,fc-elche
93,Ezequiel Ponce Delantero centro,29/03/1997 (25),"5,00 mill. €",2021/2022,5000000.0,laliga,fc-elche
96,Darío Benedetto Delantero centro,17/05/1990 (32),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-elche
99,Lucas Pérez Delantero centro,10/09/1988 (33),"2,50 mill. €",2021/2022,2500000.0,laliga,fc-elche
102,Guido Carrillo Delantero centro,25/05/1991 (31),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-elche
105,Cheikh Diamanka Delantero centro,20/01/2001 (21),-,2021/2022,0.0,laliga,fc-elche
108,Joselu Friaza Delantero centro,15/02/2002 (20),-,2021/2022,0.0,laliga,fc-elche
0,Conan Ledesma Portero,13/02/1993 (29),"6,00 mill. €",2021/2022,6000000.0,laliga,fc-cadiz
3,David Gil Portero,11/01/1994 (28),800 mil €,2021/2022,800000.0,laliga,fc-cadiz
6,Juan Flere Portero,12/05/1998 (24),100 mil €,2021/2022,100000.0,laliga,fc-cadiz
9,Victor Aznar Portero,17/10/2002 (19),50 mil €,2021/2022,50000.0,laliga,fc-cadiz
12,Fali Defensa central,12/08/1993 (28),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-cadiz
15,Víctor Chust Defensa central,05/03/2000 (22),"2,50 mill. €",2021/2022,2500000.0,laliga,fc-cadiz
18,Marcos Mauro Defensa central,09/01/1991 (31),"1,20 mill. €",2021/2022,1200000.0,laliga,fc-cadiz
21,Varazdat Haroyan Defensa central,24/08/1992 (29),"1,20 mill. €",2021/2022,1200000.0,laliga,fc-cadiz
24,Juan Cala Defensa central,26/11/1989 (32),900 mil €,2021/2022,900000.0,laliga,fc-cadiz
27,Luis Hernández Defensa central,14/04/1989 (33),800 mil €,2021/2022,800000.0,laliga,fc-cadiz
30,Alfonso Espino Lateral izquierdo,05/01/1992 (30),"6,00 mill. €",2021/2022,6000000.0,laliga,fc-cadiz
33,Santiago Arzamendia Lateral izquierdo,05/05/1998 (24),"1,80 mill. €",2021/2022,1800000.0,laliga,fc-cadiz
36,Genar Fornés Lateral izquierdo,17/01/2000 (22),150 mil €,2021/2022,150000.0,laliga,fc-cadiz
39,Iza Carcelén Lateral derecho,23/04/1993 (29),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-cadiz
42,Carlos Akapo Lateral derecho,12/03/1993 (29),"1,20 mill. €",2021/2022,1200000.0,laliga,fc-cadiz
45,Raúl Parra Lateral derecho,26/11/1999 (22),300 mil €,2021/2022,300000.0,laliga,fc-cadiz
48,Jens Jönsson Pivote,10/01/1993 (29),"4,00 mill. €",2021/2022,4000000.0,laliga,fc-cadiz
51,Tomás Alarcón Pivote,19/01/1999 (23),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-cadiz
54,José Mari Pivote,06/12/1987 (34),400 mil €,2021/2022,400000.0,laliga,fc-cadiz
57,Álex Fernández Mediocentro,15/10/1992 (29),"6,00 mill. €",2021/2022,6000000.0,laliga,fc-cadiz
60,Rubén Alcaraz Mediocentro,01/05/1991 (31),"2,50 mill. €",2021/2022,2500000.0,laliga,fc-cadiz
63,Fede San Emeterio Mediocentro,16/03/1997 (25),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-cadiz
66,Álvaro Bastida Mediocentro,12/05/2004 (18),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-cadiz
69,Martín Calderón Mediocentro,01/03/1999 (23),500 mil €,2021/2022,500000.0,laliga,fc-cadiz
