,Jugadores,F. Nacim./Edad,Valor de mercado,Temporada,Valor de mercado (num),League,Team
114,Jon Karrikaburu Delantero centro,19/09/2002 (19),"5,00 mill. €",2021/2022,5000000.0,laliga,real-sociedad-san-sebastian
117,Jon Bautista Delantero centro,03/07/1995 (26),"1,00 mill. €",2021/2022,1000000.0,laliga,real-sociedad-san-sebastian
0,Giorgi Mamardashvili Portero,29/09/2000 (21),"10,00 mill. €",2021/2022,10000000.0,laliga,fc-valencia
3,Jasper Cillessen Portero,22/04/1989 (33),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-valencia
6,Jaume Doménech Portero,05/11/1990 (31),"2,00 mill. €",2021/2022,2000000.0,laliga,fc-valencia
9,Cristian Rivero Portero,21/03/1998 (24),200 mil €,2021/2022,200000.0,laliga,fc-valencia
12,Charlie Pérez Portero,07/06/2002 (20),-,2021/2022,0.0,laliga,fc-valencia
15,Omar Alderete Defensa central,26/12/1996 (25),"10,00 mill. €",2021/2022,10000000.0,laliga,fc-valencia
18,Gabriel Paulista Defensa central,26/11/1990 (31),"7,00 mill. €",2021/2022,7000000.0,laliga,fc-valencia
21,Mouctar Diakhaby Defensa central,19/12/1996 (25),"7,00 mill. €",2021/2022,7000000.0,laliga,fc-valencia
24,Eray Cömert Defensa central,04/02/1998 (24),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-valencia
27,Cristiano Piccini Defensa central,26/09/1992 (29),"1,20 mill. €",2021/2022,1200000.0,laliga,fc-valencia
30,Cristhian Mosquera Defensa central,27/06/2004 (18),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-valencia
33,César Tárrega Defensa central,26/02/2002 (20),-,2021/2022,0.0,laliga,fc-valencia
36,Rubén Iranzo Defensa central,14/03/2003 (19),-,2021/2022,0.0,laliga,fc-valencia
39,José Gayà Lateral izquierdo,25/05/1995 (27),"40,00 mill. €",2021/2022,40000000.0,laliga,fc-valencia
42,Jesús Vázquez Lateral izquierdo,02/01/2003 (19),"5,00 mill. €",2021/2022,5000000.0,laliga,fc-valencia
45,Toni Lato Lateral izquierdo,21/11/1997 (24),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-valencia
48,Thierry Correia Lateral derecho,09/03/1999 (23),"8,00 mill. €",2021/2022,8000000.0,laliga,fc-valencia
51,Dimitri Foulquier Lateral derecho,23/03/1993 (29),"4,00 mill. €",2021/2022,4000000.0,laliga,fc-valencia
54,Joseda Menargues Lateral derecho,01/05/2002 (20),200 mil €,2021/2022,200000.0,laliga,fc-valencia
57,Hugo Guillamón Pivote,31/01/2000 (22),"20,00 mill. €",2021/2022,20000000.0,laliga,fc-valencia
60,Uroš Račić Pivote,17/03/1998 (24),"7,00 mill. €",2021/2022,7000000.0,laliga,fc-valencia
63,Carlos Soler Mediocentro,02/01/1997 (25),"50,00 mill. €",2021/2022,50000000.0,laliga,fc-valencia
66,Yunus Musah Mediocentro,29/11/2002 (19),"15,00 mill. €",2021/2022,15000000.0,laliga,fc-valencia
69,Ilaix Moriba Mediocentro,19/01/2003 (19),"9,00 mill. €",2021/2022,9000000.0,laliga,fc-valencia
72,Daniel Wass Mediocentro,31/05/1989 (33),"6,00 mill. €",2021/2022,6000000.0,laliga,fc-valencia
75,Koba Koindredi Mediocentro,27/10/2001 (20),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-valencia
78,Javi Guerra Mediocentro,13/05/2003 (19),-,2021/2022,0.0,laliga,fc-valencia
81,Lass Sangaré Mediocentro,20/11/2001 (20),-,2021/2022,0.0,laliga,fc-valencia
84,Yellu Santiago Mediocentro,25/05/2004 (18),-,2021/2022,0.0,laliga,fc-valencia
87,Pedro Alemañ Mediocentro ofensivo,21/03/2002 (20),100 mil €,2021/2022,100000.0,laliga,fc-valencia
90,Gonçalo Guedes Extremo izquierdo,29/11/1996 (25),"40,00 mill. €",2021/2022,40000000.0,laliga,fc-valencia
93,Bryan Gil Extremo izquierdo,11/02/2001 (21),"18,00 mill. €",2021/2022,18000000.0,laliga,fc-valencia
96,Denis Cheryshev Extremo izquierdo,26/12/1990 (31),"2,50 mill. €",2021/2022,2500000.0,laliga,fc-valencia
99,Álex Blanco Extremo izquierdo,16/12/1998 (23),700 mil €,2021/2022,700000.0,laliga,fc-valencia
102,Hélder Costa Extremo derecho,12/01/1994 (28),"5,00 mill. €",2021/2022,5000000.0,laliga,fc-valencia
105,Jason Extremo derecho,06/07/1994 (27),"2,50 mill. €",2021/2022,2500000.0,laliga,fc-valencia
108,Hugo González Extremo derecho,07/02/2003 (19),200 mil €,2021/2022,200000.0,laliga,fc-valencia
111,Diego López Extremo derecho,13/05/2002 (20),-,2021/2022,0.0,laliga,fc-valencia
114,Manu Vallejo Mediapunta,14/02/1997 (25),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-valencia
117,Maxi Gómez Delantero centro,14/08/1996 (25),"12,00 mill. €",2021/2022,12000000.0,laliga,fc-valencia
120,Hugo Duro Delantero centro,10/11/1999 (22),"10,00 mill. €",2021/2022,10000000.0,laliga,fc-valencia
123,Marcos André Delantero centro,20/10/1996 (25),"5,00 mill. €",2021/2022,5000000.0,laliga,fc-valencia
126,Rubén Sobrino Delantero centro,01/06/1992 (30),"2,00 mill. €",2021/2022,2000000.0,laliga,fc-valencia
129,Mario Dominguez Delantero centro,10/02/2004 (18),-,2021/2022,0.0,laliga,fc-valencia
0,Rui Silva Portero,07/02/1994 (28),"15,00 mill. €",2021/2022,15000000.0,laliga,real-betis-sevilla
3,Joel Robles Portero,17/06/1990 (32),"1,50 mill. €",2021/2022,1500000.0,laliga,real-betis-sevilla
6,Claudio Bravo Portero,13/04/1983 (39),"1,00 mill. €",2021/2022,1000000.0,laliga,real-betis-sevilla
9,Dani Rebollo Portero,10/12/1999 (22),100 mil €,2021/2022,100000.0,laliga,real-betis-sevilla
12,Edgar González Defensa central,01/04/1997 (25),"6,00 mill. €",2021/2022,6000000.0,laliga,real-betis-sevilla
15,Marc Bartra Defensa central,15/01/1991 (31),"6,00 mill. €",2021/2022,6000000.0,laliga,real-betis-sevilla
18,Germán Pezzella Defensa central,27/06/1991 (31),"5,00 mill. €",2021/2022,5000000.0,laliga,real-betis-sevilla
21,Sidnei Defensa central,23/08/1989 (32),"2,00 mill. €",2021/2022,2000000.0,laliga,real-betis-sevilla
24,Víctor Ruiz Defensa central,25/01/1989 (33),"1,50 mill. €",2021/2022,1500000.0,laliga,real-betis-sevilla
27,Kike Hermoso Defensa central,10/08/1999 (22),200 mil €,2021/2022,200000.0,laliga,real-betis-sevilla
30,Álex Moreno Lateral izquierdo,08/06/1993 (29),"18,00 mill. €",2021/2022,18000000.0,laliga,real-betis-sevilla
33,Juan Miranda Lateral izquierdo,19/01/2000 (22),"5,00 mill. €",2021/2022,5000000.0,laliga,real-betis-sevilla
36,Marc Baró Lateral izquierdo,23/08/1999 (22),200 mil €,2021/2022,200000.0,laliga,real-betis-sevilla
39,José Calderón Lateral izquierdo,07/01/2000 (22),200 mil €,2021/2022,200000.0,laliga,real-betis-sevilla
42,Héctor Bellerín Lateral derecho,19/03/1995 (27),"20,00 mill. €",2021/2022,20000000.0,laliga,real-betis-sevilla
45,Youssouf Sabaly Lateral derecho,05/03/1993 (29),"3,00 mill. €",2021/2022,3000000.0,laliga,real-betis-sevilla
48,Martín Montoya Lateral derecho,14/04/1991 (31),"1,50 mill. €",2021/2022,1500000.0,laliga,real-betis-sevilla
51,Fran Delgado Lateral derecho,11/07/2001 (20),400 mil €,2021/2022,400000.0,laliga,real-betis-sevilla
54,Guido Rodríguez Pivote,12/04/1994 (28),"25,00 mill. €",2021/2022,25000000.0,laliga,real-betis-sevilla
57,William Carvalho Pivote,07/04/1992 (30),"16,00 mill. €",2021/2022,16000000.0,laliga,real-betis-sevilla
60,Paul Akouokou Pivote,20/12/1997 (24),"4,00 mill. €",2021/2022,4000000.0,laliga,real-betis-sevilla
63,Andrés Guardado Mediocentro,28/09/1986 (35),"1,50 mill. €",2021/2022,1500000.0,laliga,real-betis-sevilla
66,Víctor Camarasa Mediocentro,28/05/1994 (28),"1,00 mill. €",2021/2022,1000000.0,laliga,real-betis-sevilla
69,Antonio Marchena Mediocentro,27/07/2002 (19),100 mil €,2021/2022,100000.0,laliga,real-betis-sevilla
72,Nabil Fekir Mediocentro ofensivo,18/07/1993 (28),"40,00 mill. €",2021/2022,40000000.0,laliga,real-betis-sevilla
75,Sergio Canales Mediocentro ofensivo,16/02/1991 (31),"20,00 mill. €",2021/2022,20000000.0,laliga,real-betis-sevilla
78,Yassin Fekir Mediocentro ofensivo,05/05/1997 (25),300 mil €,2021/2022,300000.0,laliga,real-betis-sevilla
81,Juanmi Extremo izquierdo,20/05/1993 (29),"15,00 mill. €",2021/2022,15000000.0,laliga,real-betis-sevilla
84,Cristian Tello Extremo izquierdo,11/08/1991 (30),"5,00 mill. €",2021/2022,5000000.0,laliga,real-betis-sevilla
87,Rodri Sánchez Extremo derecho,16/05/2000 (22),"4,00 mill. €",2021/2022,4000000.0,laliga,real-betis-sevilla
90,Aitor Ruibal Extremo derecho,22/03/1996 (26),"3,00 mill. €",2021/2022,3000000.0,laliga,real-betis-sevilla
93,Diego Lainez Extremo derecho,09/06/2000 (22),"2,50 mill. €",2021/2022,2500000.0,laliga,real-betis-sevilla
96,Rober González Extremo derecho,08/01/2001 (21),"2,00 mill. €",2021/2022,2000000.0,laliga,real-betis-sevilla
99,Joaquín Extremo derecho,21/07/1981 (40),"1,50 mill. €",2021/2022,1500000.0,laliga,real-betis-sevilla
102,Borja Iglesias Delantero centro,17/01/1993 (29),"15,00 mill. €",2021/2022,15000000.0,laliga,real-betis-sevilla
105,Willian José Delantero centro,23/11/1991 (30),"12,00 mill. €",2021/2022,12000000.0,laliga,real-betis-sevilla
108,Loren Morón Delantero centro,30/12/1993 (28),"4,00 mill. €",2021/2022,4000000.0,laliga,real-betis-sevilla
111,Raúl García Delantero centro,03/11/2000 (21),500 mil €,2021/2022,500000.0,laliga,real-betis-sevilla
0,Unai Simón Portero,11/06/1997 (25),"25,00 mill. €",2021/2022,25000000.0,laliga,athletic-bilbao
3,Julen Agirrezabala Portero,26/12/2000 (21),"5,00 mill. €",2021/2022,5000000.0,laliga,athletic-bilbao
6,Jokin Ezkieta Portero,17/08/1996 (25),300 mil €,2021/2022,300000.0,laliga,athletic-bilbao
9,Ander Iru Portero,22/08/1998 (23),100 mil €,2021/2022,100000.0,laliga,athletic-bilbao
12,Iñigo Martínez Defensa central,17/05/1991 (31),"25,00 mill. €",2021/2022,25000000.0,laliga,athletic-bilbao
15,Yeray Álvarez Defensa central,24/01/1995 (27),"13,00 mill. €",2021/2022,13000000.0,laliga,athletic-bilbao
18,Dani Vivian Defensa central,05/07/1999 (22),"12,00 mill. €",2021/2022,12000000.0,laliga,athletic-bilbao
21,Unai Núñez Defensa central,30/01/1997 (25),"9,00 mill. €",2021/2022,9000000.0,laliga,athletic-bilbao
24,Aitor Paredes Defensa central,29/04/2000 (22),200 mil €,2021/2022,200000.0,laliga,athletic-bilbao
27,Yuri Berchiche Lateral izquierdo,10/02/1990 (32),"3,00 mill. €",2021/2022,3000000.0,laliga,athletic-bilbao
30,Mikel Balenziaga Lateral izquierdo,29/02/1988 (34),"1,20 mill. €",2021/2022,1200000.0,laliga,athletic-bilbao
33,Iñigo Lekue Lateral derecho,04/05/1993 (29),"3,00 mill. €",2021/2022,3000000.0,laliga,athletic-bilbao
36,Ander Capa Lateral derecho,08/02/1992 (30),"2,50 mill. €",2021/2022,2500000.0,laliga,athletic-bilbao
39,Óscar de Marcos Lateral derecho,14/04/1989 (33),"1,80 mill. €",2021/2022,1800000.0,laliga,athletic-bilbao
42,Álex Petxarroman Lateral derecho,06/02/1997 (25),"1,00 mill. €",2021/2022,1000000.0,laliga,athletic-bilbao
45,Mikel Vesga Pivote,08/04/1993 (29),"3,00 mill. €",2021/2022,3000000.0,laliga,athletic-bilbao
48,Peru Nolaskoain Pivote,25/10/1998 (23),"1,50 mill. €",2021/2022,1500000.0,laliga,athletic-bilbao
51,Unai Vencedor Mediocentro,15/11/2000 (21),"20,00 mill. €",2021/2022,20000000.0,laliga,athletic-bilbao
54,Oier Zarraga Mediocentro,04/01/1999 (23),"3,50 mill. €",2021/2022,3500000.0,laliga,athletic-bilbao
57,Dani García Mediocentro,24/05/1990 (32),"3,00 mill. €",2021/2022,3000000.0,laliga,athletic-bilbao
60,Iker Muniain Mediocentro ofensivo,19/12/1992 (29),"16,00 mill. €",2021/2022,16000000.0,laliga,athletic-bilbao
63,Oihan Sancet Mediocentro ofensivo,25/04/2000 (22),"15,00 mill. €",2021/2022,15000000.0,laliga,athletic-bilbao
66,Raúl García Mediocentro ofensivo,11/07/1986 (35),"2,50 mill. €",2021/2022,2500000.0,laliga,athletic-bilbao
69,Álex Berenguer Extremo izquierdo,04/07/1995 (26),"12,00 mill. €",2021/2022,12000000.0,laliga,athletic-bilbao
72,Nico Williams Extremo izquierdo,12/07/2002 (19),"12,00 mill. €",2021/2022,12000000.0,laliga,athletic-bilbao
75,Jon Morcillo Extremo izquierdo,15/09/1998 (23),"4,00 mill. €",2021/2022,4000000.0,laliga,athletic-bilbao
78,Nico Serrano Extremo izquierdo,05/03/2003 (19),"2,50 mill. €",2021/2022,2500000.0,laliga,athletic-bilbao
81,Luis Bilbao Extremo izquierdo,24/03/2003 (19),250 mil €,2021/2022,250000.0,laliga,athletic-bilbao
84,Iñaki Williams Extremo derecho,15/06/1994 (28),"25,00 mill. €",2021/2022,25000000.0,laliga,athletic-bilbao
87,Juan Artola Extremo derecho,07/04/2000 (22),700 mil €,2021/2022,700000.0,laliga,athletic-bilbao
90,Asier Villalibre Delantero centro,30/09/1997 (24),"3,00 mill. €",2021/2022,3000000.0,laliga,athletic-bilbao
0,David Soria Portero,04/04/1993 (29),"8,00 mill. €",2021/2022,8000000.0,laliga,fc-getafe
3,Rubén Yáñez Portero,12/10/1993 (28),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-getafe
6,Diego Conde Portero,28/10/1998 (23),300 mil €,2021/2022,300000.0,laliga,fc-getafe
9,Djené Defensa central,31/12/1991 (30),"10,00 mill. €",2021/2022,10000000.0,laliga,fc-getafe
12,Jorge Cuenca Defensa central,17/11/1999 (22),"8,00 mill. €",2021/2022,8000000.0,laliga,fc-getafe
15,Erick Cabaco Defensa central,19/04/1995 (27),"1,80 mill. €",2021/2022,1800000.0,laliga,fc-getafe
18,Stefan Mitrovic Defensa central,22/05/1990 (32),"1,80 mill. €",2021/2022,1800000.0,laliga,fc-getafe
21,Ignasi Miquel Defensa central,28/09/1992 (29),"1,20 mill. €",2021/2022,1200000.0,laliga,fc-getafe
24,Chema Rodríguez Defensa central,03/03/1992 (30),800 mil €,2021/2022,800000.0,laliga,fc-getafe
27,Gastón Álvarez Defensa central,24/03/2000 (22),500 mil €,2021/2022,500000.0,laliga,fc-getafe
30,Álvaro López Defensa central,07/06/1999 (23),-,2021/2022,0.0,laliga,fc-getafe
33,Chinchu Defensa central,05/03/2002 (20),-,2021/2022,0.0,laliga,fc-getafe
36,Marc Cucurella Lateral izquierdo,22/07/1998 (23),"28,00 mill. €",2021/2022,28000000.0,laliga,fc-getafe
39,Mathías Olivera Lateral izquierdo,31/10/1997 (24),"15,00 mill. €",2021/2022,15000000.0,laliga,fc-getafe
42,Jonathan Silva Lateral izquierdo,29/06/1994 (28),"1,80 mill. €",2021/2022,1800000.0,laliga,fc-getafe
45,Koffi Lateral izquierdo,20/11/2001 (20),200 mil €,2021/2022,200000.0,laliga,fc-getafe
48,Juan Iglesias Lateral derecho,03/07/1998 (23),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-getafe
51,Damián Suárez Lateral derecho,27/04/1988 (34),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-getafe
54,Allan Nyom Lateral derecho,10/05/1988 (34),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-getafe
57,Florentino Pivote,19/08/1999 (22),"5,00 mill. €",2021/2022,5000000.0,laliga,fc-getafe
60,Okay Yokuşlu Pivote,09/03/1994 (28),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-getafe
63,David Timor Pivote,17/10/1989 (32),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-getafe
66,Ángel Algobia Pivote,23/06/1999 (23),100 mil €,2021/2022,100000.0,laliga,fc-getafe
69,Mauro Arambarri Mediocentro,30/09/1995 (26),"15,00 mill. €",2021/2022,15000000.0,laliga,fc-getafe
72,Nemanja Maksimovic Mediocentro,26/01/1995 (27),"14,00 mill. €",2021/2022,14000000.0,laliga,fc-getafe
75,Carles Aleñá Mediocentro,05/01/1998 (24),"9,00 mill. €",2021/2022,9000000.0,laliga,fc-getafe
78,Gonzalo Villar Mediocentro,23/03/1998 (24),"5,00 mill. €",2021/2022,5000000.0,laliga,fc-getafe
81,John Patrick Mediocentro,24/09/2003 (18),"1,00 mill. €",2021/2022,1000000.0,laliga,fc-getafe
84,Totti Mediocentro,14/12/2001 (20),-,2021/2022,0.0,laliga,fc-getafe
87,Jakub Jankto Interior izquierdo,19/01/1996 (26),"4,00 mill. €",2021/2022,4000000.0,laliga,fc-getafe
90,Óscar Rodríguez Mediocentro ofensivo,28/06/1998 (24),"9,00 mill. €",2021/2022,9000000.0,laliga,fc-getafe
93,Santi García Mediocentro ofensivo,29/08/2001 (20),50 mil €,2021/2022,50000.0,laliga,fc-getafe
96,Diego López Mediocentro ofensivo,21/10/2001 (20),-,2021/2022,0.0,laliga,fc-getafe
99,Vitolo Extremo izquierdo,02/11/1989 (32),"1,50 mill. €",2021/2022,1500000.0,laliga,fc-getafe
102,Pablo Montero Extremo izquierdo,09/05/2002 (20),-,2021/2022,0.0,laliga,fc-getafe
105,Enes Ünal Delantero centro,10/05/1997 (25),"25,00 mill. €",2021/2022,25000000.0,laliga,fc-getafe
108,Hugo Duro Delantero centro,10/11/1999 (22),"10,00 mill. €",2021/2022,10000000.0,laliga,fc-getafe
111,Borja Mayoral Delantero centro,05/04/1997 (25),"9,00 mill. €",2021/2022,9000000.0,laliga,fc-getafe
114,José Juan Macías Delantero centro,22/09/1999 (22),"7,00 mill. €",2021/2022,7000000.0,laliga,fc-getafe
117,Sandro Ramírez Delantero centro,09/07/1995 (26),"3,50 mill. €",2021/2022,3500000.0,laliga,fc-getafe
120,Jaime Mata Delantero centro,24/10/1988 (33),"3,00 mill. €",2021/2022,3000000.0,laliga,fc-getafe
123,Darío Poveda Delantero centro,13/03/1997 (25),600 mil €,2021/2022,600000.0,laliga,fc-getafe
126,Mamor Niang Delantero centro,04/02/2002 (20),25 mil €,2021/2022,25000.0,laliga,fc-getafe
0,Diego López Portero,03/11/1981 (40),500 mil €,2021/2022,500000.0,laliga,espanyol-barcelona
3,Joan García Portero,04/05/2001 (21),400 mil €,2021/2022,400000.0,laliga,espanyol-barcelona
6,Oier Olazábal Portero,14/09/1989 (32),300 mil €,2021/2022,300000.0,laliga,espanyol-barcelona
9,Leandro Cabrera Defensa central,17/06/1991 (31),"4,00 mill. €",2021/2022,4000000.0,laliga,espanyol-barcelona
12,Sergi Gómez Defensa central,28/03/1992 (30),"3,00 mill. €",2021/2022,3000000.0,laliga,espanyol-barcelona
15,Fernando Calero Defensa central,14/09/1995 (26),"1,80 mill. €",2021/2022,1800000.0,laliga,espanyol-barcelona
18,David López Defensa central,09/10/1989 (32),"1,80 mill. €",2021/2022,1800000.0,laliga,espanyol-barcelona
21,Álvaro García Defensa central,01/06/2000 (22),200 mil €,2021/2022,200000.0,laliga,espanyol-barcelona
24,Alejandro Pérez Defensa central,07/01/2001 (21),200 mil €,2021/2022,200000.0,laliga,espanyol-barcelona
27,Lluís Recasens Defensa central,19/02/2002 (20),150 mil €,2021/2022,150000.0,laliga,espanyol-barcelona
30,Adrià Pedrosa Lateral izquierdo,13/05/1998 (24),"9,00 mill. €",2021/2022,9000000.0,laliga,espanyol-barcelona
33,Dídac Vilà Lateral izquierdo,09/06/1989 (33),600 mil €,2021/2022,600000.0,laliga,espanyol-barcelona
36,Óscar Gil Lateral derecho,26/04/1998 (24),"3,00 mill. €",2021/2022,3000000.0,laliga,espanyol-barcelona
39,Víctor Gómez Lateral derecho,01/04/2000 (22),"2,50 mill. €",2021/2022,2500000.0,laliga,espanyol-barcelona
42,Miguel Llambrich Lateral derecho,18/01/1996 (26),800 mil €,2021/2022,800000.0,laliga,espanyol-barcelona
45,Rubén Sánchez Lateral derecho,04/02/2001 (21),250 mil €,2021/2022,250000.0,laliga,espanyol-barcelona
48,Sergi Darder Mediocentro,22/12/1993 (28),"14,00 mill. €",2021/2022,14000000.0,laliga,espanyol-barcelona
51,Yangel Herrera Mediocentro,07/01/1998 (24),"14,00 mill. €",2021/2022,14000000.0,laliga,espanyol-barcelona
54,Manu Morlanes Mediocentro,12/01/1999 (23),"5,00 mill. €",2021/2022,5000000.0,laliga,espanyol-barcelona
57,Tonny Vilhena Mediocentro,03/01/1995 (27),"5,00 mill. €",2021/2022,5000000.0,laliga,espanyol-barcelona
60,Keidi Bare Mediocentro,28/08/1997 (24),"4,00 mill. €",2021/2022,4000000.0,laliga,espanyol-barcelona
63,Fran Mérida Mediocentro,04/03/1990 (32),900 mil €,2021/2022,900000.0,laliga,espanyol-barcelona
66,Roger Martínez Mediocentro,05/04/2004 (18),300 mil €,2021/2022,300000.0,laliga,espanyol-barcelona
69,Dani Villahermosa Mediocentro,02/01/2001 (21),250 mil €,2021/2022,250000.0,laliga,espanyol-barcelona
72,Gori Gracia Mediocentro,15/05/2002 (20),150 mil €,2021/2022,150000.0,laliga,espanyol-barcelona
75,Nico Melamed Mediocentro ofensivo,11/04/2001 (21),"7,50 mill. €",2021/2022,7500000.0,laliga,espanyol-barcelona
78,Óscar Melendo Mediocentro ofensivo,23/08/1997 (24),"3,00 mill. €",2021/2022,3000000.0,laliga,espanyol-barcelona
81,Javi Puado Extremo izquierdo,25/05/1998 (24),"8,00 mill. €",2021/2022,8000000.0,laliga,espanyol-barcelona
84,Álvaro Vadillo Extremo izquierdo,12/09/1994 (27),800 mil €,2021/2022,800000.0,laliga,espanyol-barcelona
87,Adrián Embarba Extremo derecho,07/05/1992 (30),"4,00 mill. €",2021/2022,4000000.0,laliga,espanyol-barcelona
90,Lei Wu Extremo derecho,19/11/1991 (30),"2,50 mill. €",2021/2022,2500000.0,laliga,espanyol-barcelona
93,Aleix Vidal Extremo derecho,21/08/1989 (32),"2,00 mill. €",2021/2022,2000000.0,laliga,espanyol-barcelona
96,Jofre Carreras Extremo derecho,17/06/2001 (21),100 mil €,2021/2022,100000.0,laliga,espanyol-barcelona
99,Luca Koleosho Extremo derecho,15/09/2004 (17),-,2021/2022,0.0,laliga,espanyol-barcelona
102,Raúl de Tomás Delantero centro,17/10/1994 (27),"25,00 mill. €",2021/2022,25000000.0,laliga,espanyol-barcelona
105,Loren Morón Delantero centro,30/12/1993 (28),"4,00 mill. €",2021/2022,4000000.0,laliga,espanyol-barcelona
108,Landry Dimata Delantero centro,01/09/1997 (24),"2,20 mill. €",2021/2022,2200000.0,laliga,espanyol-barcelona
111,Max Svensson Delantero centro,08/11/2001 (20),400 mil €,2021/2022,400000.0,laliga,espanyol-barcelona
0,Rubén Blanco Portero,25/07/1995 (26),"3,00 mill. €",2021/2022,3000000.0,laliga,celta-vigo
3,Matías Dituro Portero,08/05/1987 (35),"1,00 mill. €",2021/2022,1000000.0,laliga,celta-vigo
6,Gaizka Campos Portero,16/05/1997 (25),150 mil €,2021/2022,150000.0,laliga,celta-vigo
9,Coke Carrillo Portero,07/01/2002 (20),100 mil €,2021/2022,100000.0,laliga,celta-vigo
12,César Fernández Portero,28/01/2004 (18),-,2021/2022,0.0,laliga,celta-vigo
15,Joseph Aidoo Defensa central,29/09/1995 (26),"7,00 mill. €",2021/2022,7000000.0,laliga,celta-vigo
18,Néstor Araújo Defensa central,29/08/1991 (30),"4,00 mill. €",2021/2022,4000000.0,laliga,celta-vigo
21,Jeison Murillo Defensa central,27/05/1992 (30),"3,50 mill. €",2021/2022,3500000.0,laliga,celta-vigo
24,José Fontán Defensa central,11/02/2000 (22),"1,00 mill. €",2021/2022,1000000.0,laliga,celta-vigo
27,Carlos Domínguez Defensa central,11/02/2001 (21),"1,00 mill. €",2021/2022,1000000.0,laliga,celta-vigo
30,Javi Castro Defensa central,13/09/2000 (21),200 mil €,2021/2022,200000.0,laliga,celta-vigo
33,Javi Galán Lateral izquierdo,19/11/1994 (27),"12,00 mill. €",2021/2022,12000000.0,laliga,celta-vigo
36,Fernando Medrano Lateral izquierdo,26/03/2000 (22),150 mil €,2021/2022,150000.0,laliga,celta-vigo
39,Hugo Mallo Lateral derecho,22/06/1991 (31),"4,00 mill. €",2021/2022,4000000.0,laliga,celta-vigo
42,Kevin Vázquez Lateral derecho,23/03/1993 (29),"2,00 mill. €",2021/2022,2000000.0,laliga,celta-vigo
45,Thomas Carrique Lateral derecho,26/02/1999 (23),400 mil €,2021/2022,400000.0,laliga,celta-vigo
48,Renato Tapia Pivote,28/07/1995 (26),"10,00 mill. €",2021/2022,10000000.0,laliga,celta-vigo
51,Okay Yokuşlu Pivote,09/03/1994 (28),"3,00 mill. €",2021/2022,3000000.0,laliga,celta-vigo
54,Damián Rodríguez Pivote,17/03/2003 (19),-,2021/2022,0.0,laliga,celta-vigo
57,Fran Beltrán Mediocentro,03/02/1999 (23),"15,00 mill. €",2021/2022,15000000.0,laliga,celta-vigo
60,Orbelín Pineda Mediocentro,24/03/1996 (26),"4,00 mill. €",2021/2022,4000000.0,laliga,celta-vigo
63,Gabri Veiga Mediocentro,27/05/2002 (20),"1,50 mill. €",2021/2022,1500000.0,laliga,celta-vigo
66,Hugo Sotelo Mediocentro,19/12/2003 (18),-,2021/2022,0.0,laliga,celta-vigo
69,Augusto Solari Interior derecho,03/01/1992 (30),"2,50 mill. €",2021/2022,2500000.0,laliga,celta-vigo
72,Brais Méndez Mediocentro ofensivo,07/01/1997 (25),"18,00 mill. €",2021/2022,18000000.0,laliga,celta-vigo
75,Denis Suárez Mediocentro ofensivo,06/01/1994 (28),"10,00 mill. €",2021/2022,10000000.0,laliga,celta-vigo
78,Miguel Baeza Mediocentro ofensivo,27/03/2000 (22),"1,00 mill. €",2021/2022,1000000.0,laliga,celta-vigo
81,Franco Cervi Extremo izquierdo,26/05/1994 (28),"5,00 mill. €",2021/2022,5000000.0,laliga,celta-vigo
84,Nolito Extremo izquierdo,15/10/1986 (35),"1,20 mill. €",2021/2022,1200000.0,laliga,celta-vigo
87,Alfon González Extremo izquierdo,04/05/1999 (23),300 mil €,2021/2022,300000.0,laliga,celta-vigo
90,Hugo Álvarez Extremo izquierdo,02/07/2003 (18),-,2021/2022,0.0,laliga,celta-vigo
93,Iago Aspas Delantero centro,01/08/1987 (34),"7,00 mill. €",2021/2022,7000000.0,laliga,celta-vigo
96,Thiago Galhardo Delantero centro,20/07/1989 (32),"2,00 mill. €",2021/2022,2000000.0,laliga,celta-vigo
99,Santi Mina Delantero centro,07/12/1995 (26),-,2021/2022,0.0,laliga,celta-vigo
0,Sergio Herrera Portero,05/06/1993 (29),"8,00 mill. €",2021/2022,8000000.0,laliga,ca-osasuna
3,Juan Pérez Portero,15/07/1996 (25),600 mil €,2021/2022,600000.0,laliga,ca-osasuna
6,Darío Ramos Portero,19/10/1999 (22),200 mil €,2021/2022,200000.0,laliga,ca-osasuna
9,Yoel Ramírez Portero,05/02/2002 (20),50 mil €,2021/2022,50000.0,laliga,ca-osasuna
12,David García Defensa central,14/02/1994 (28),"20,00 mill. €",2021/2022,20000000.0,laliga,ca-osasuna
15,Unai García Defensa central,03/02/1992 (30),"1,50 mill. €",2021/2022,1500000.0,laliga,ca-osasuna
