Season,Round,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
1998-1999,First round,1998-09-29,Leverkusen,Udinese,de,it,1,0,1.0
1998-1999,First round,1998-10-01,Rangers,Beitar Jerusalem,sct,il,4,2,1.0
1998-1999,Second round,1998-10-20,Grasshopper,Fiorentina,ch,it,0,2,0.0
1998-1999,Second round,1998-10-20,Liverpool,Valencia,eng,es,0,0,0.5
1998-1999,Second round,1998-10-20,Grazer AK,Monaco,at,fr,3,3,0.5
1998-1999,Second round,1998-10-20,Werder Bremen,Marseille,de,fr,1,1,0.5
1998-1999,Second round,1998-10-20,Stuttgart,Club Brugge,de,be,1,1,0.5
1998-1999,Second round,1998-10-20,Celta Vigo,Aston Villa,es,eng,0,1,0.0
1998-1999,Second round,1998-10-20,Wisła Kraków,Parma,pl,it,1,1,0.5
1998-1999,Second round,1998-10-20,Roma,Leeds United,it,eng,1,0,1.0
1998-1999,Second round,1998-10-20,Celtic,Zürich,sct,ch,1,1,0.5
1998-1999,Second round,1998-10-20,Dynamo Moscow,Real Sociedad,ru,es,2,3,0.0
1998-1999,Second round,1998-10-20,Bologna,Slavia Prague,it,cz,2,1,1.0
1998-1999,Second round,1998-10-20,Willem II,Real Betis,nl,es,1,1,0.5
1998-1999,Second round,1998-10-20,Red Star,Lyon,rs,fr,1,2,0.0
1998-1999,Second round,1998-10-20,Vitesse,Bordeaux,nl,fr,0,1,0.0
1998-1999,Second round,1998-10-20,CSKA Sofia,Atlético Madrid,bg,es,2,4,0.0
1998-1999,Second round,1998-10-22,Leverkusen,Rangers,de,sct,1,2,0.0
1998-1999,Second round,1998-11-03,Aston Villa,Celta Vigo,eng,es,1,3,0.0
1998-1999,Second round,1998-11-03,Lyon,Red Star,fr,rs,3,2,1.0
1998-1999,Second round,1998-11-03,Valencia,Liverpool,es,eng,2,2,0.5
1998-1999,Second round,1998-11-03,Parma,Wisła Kraków,it,pl,2,1,1.0
1998-1999,Second round,1998-11-03,Club Brugge,Stuttgart,be,de,3,2,1.0
1998-1999,Second round,1998-11-03,Bordeaux,Vitesse,fr,nl,2,1,1.0
1998-1999,Second round,1998-11-03,Atlético Madrid,CSKA Sofia,es,bg,1,0,1.0
1998-1999,Second round,1998-11-03,Slavia Prague,Bologna,cz,it,0,2,0.0
1998-1999,Second round,1998-11-03,Real Sociedad,Dynamo Moscow,es,ru,3,0,1.0
1998-1999,Second round,1998-11-03,Zürich,Celtic,ch,sct,4,2,1.0
1998-1999,Second round,1998-11-03,Fiorentina,Grasshopper,it,ch,0,3,0.0
1998-1999,Second round,1998-11-03,Leeds United,Roma,eng,it,0,0,0.5
1998-1999,Second round,1998-11-03,Marseille,Werder Bremen,fr,de,3,2,1.0
1998-1999,Second round,1998-11-03,Real Betis,Willem II,es,nl,3,0,1.0
1998-1999,Second round,1998-11-03,Monaco,Grazer AK,fr,at,4,0,1.0
1998-1999,Second round,1998-11-05,Rangers,Leverkusen,sct,de,1,1,0.5
1998-1999,Third round,1998-11-24,Grasshopper,Bordeaux,ch,fr,3,3,0.5
1998-1999,Third round,1998-11-24,Rangers,Parma,sct,it,1,1,0.5
1998-1999,Third round,1998-11-24,Celta Vigo,Liverpool,es,eng,3,1,1.0
1998-1999,Third round,1998-11-24,Monaco,Marseille,fr,fr,2,2,0.5
1998-1999,Third round,1998-11-24,Real Sociedad,Atlético Madrid,es,es,2,1,1.0
1998-1999,Third round,1998-11-24,Lyon,Club Brugge,fr,be,1,0,1.0
1998-1999,Third round,1998-11-24,Bologna,Real Betis,it,es,4,1,1.0
1998-1999,Third round,1998-11-24,Roma,Zürich,it,ch,1,0,1.0
1998-1999,Third round,1998-12-08,Real Betis,Bologna,es,it,1,0,1.0
1998-1999,Third round,1998-12-08,Bordeaux,Grasshopper,fr,ch,0,0,0.5
1998-1999,Third round,1998-12-08,Atlético Madrid,Real Sociedad,es,es,4,1,1.0
1998-1999,Third round,1998-12-08,Parma,Rangers,it,sct,3,1,1.0
1998-1999,Third round,1998-12-08,Liverpool,Celta Vigo,eng,es,0,1,0.0
1998-1999,Third round,1998-12-08,Marseille,Monaco,fr,fr,1,0,1.0
1998-1999,Third round,1998-12-08,Zürich,Roma,ch,it,2,2,0.5
1998-1999,Third round,1998-12-08,Club Brugge,Lyon,be,fr,3,4,0.0
1998-1999,Quarter-finals,1999-03-02,Atlético Madrid,Roma,es,it,2,1,1.0
1998-1999,Quarter-finals,1999-03-02,Bologna,Lyon,it,fr,3,0,1.0
1998-1999,Quarter-finals,1999-03-02,Bordeaux,Parma,fr,it,2,1,1.0
1998-1999,Quarter-finals,1999-03-02,Marseille,Celta Vigo,fr,es,2,1,1.0
1998-1999,Quarter-finals,1999-03-16,Parma,Bordeaux,it,fr,6,0,1.0
1998-1999,Quarter-finals,1999-03-16,Celta Vigo,Marseille,es,fr,0,0,0.5
1998-1999,Quarter-finals,1999-03-16,Roma,Atlético Madrid,it,es,1,2,0.0
1998-1999,Quarter-finals,1999-03-16,Lyon,Bologna,fr,it,2,0,1.0
1998-1999,Semi-finals,1999-04-06,Atlético Madrid,Parma,es,it,1,3,0.0
1998-1999,Semi-finals,1999-04-06,Marseille,Bologna,fr,it,0,0,0.5
1998-1999,Semi-finals,1999-04-20,Parma,Atlético Madrid,it,es,2,1,1.0
1998-1999,Semi-finals,1999-04-20,Bologna,Marseille,it,fr,1,1,0.5
1998-1999,Final,1999-05-12,Parma,Marseille,it,fr,3,0,1.0
